M&A SDC Deal Number,Date Announced,Rank Date,"Rank Value inc. Net Debt of Target
(EUR, Millions)",Target Full Name,Target Macro Industry,Target Mid Industry,Target Nation,Acquiror Full Name,Acquiror Macro Industry,Acquiror Mid Industry,Acquiror Nation,"Target Financial Advisor Name
('|')","Acquiror Financial Advisor Name
('|')","Target Net Sales Last 12 Months
(EUR, Millions)","EBITDA Last 12 Months
(EUR, Millions)","Enterprise Value at Announcement
(EUR, Millions, '|')",Target Industry Sector,Target Public Status,,Year
3212812040,09/02/2018,09/02/2018,10.79,Mybucks SA,Financials,Credit Institutions,Luxembourg,Investor Group,Financials,Other Financials,Germany,,,29.01,8.58,192.86,Credit Institutions,Public,,"2,018.00"
3214241040,07/02/2018,07/02/2018,8.88,Korres Natural Products SA,Consumer Products and Services,Other Consumer Products,Greece,Nissos Holdings Cy Ltd,Financials,Other Financials,Cyprus,,,55.91,6.51,93.02,"Soaps, Cosmetics and Personal-Care Products",Public,,"2,018.00"
3213005040,06/02/2018,06/02/2018,5.84,The Quarto Group Inc,Media and Entertainment,Publishing,United Kingdom,1010 Printing Ltd,Media and Entertainment,Publishing,Hong Kong,,,127.14,33.79,82.58,"Printing, Publishing, and Allied Services",Public,,"2,018.00"
3209688020,05/02/2018,05/02/2018,24.69,Liberty Health Sciences Inc,Healthcare,Pharmaceuticals,United States,Investor Group,Financials,Other Financials,United States,Cormark Securities Inc,,0.17,-2.63,224.45,Drugs,Public,,"2,018.00"
3212805040,05/02/2018,05/02/2018,7.65,Mybucks SA,Financials,Credit Institutions,Luxembourg,Investor Group,Financials,Other Financials,Germany,,,29.01,8.58,192.86,Credit Institutions,Public,,"2,018.00"
3209625040,02/02/2018,02/02/2018,1.67,Valmieras Stikla Skiedra AS,Industrials,Building/Construction & Engineering,Latvia,Investor Group,Financials,Other Financials,Germany,,,125.86,19.56,169.74,"Stone, Clay, Glass, and Concrete Products",Public,,"2,018.00"
3210267040,31/01/2018,31/01/2018,125.00,Sea Vision Srl,High Technology,Software,Italy,Marchesini Group SpA,Materials,Containers & Packaging,Italy,,KPMG,31.35,17.08,242.70,Prepackaged Software,Private,,"2,018.00"
3214236040,31/01/2018,31/01/2018,4.25,Korres Natural Products SA,Consumer Products and Services,Other Consumer Products,Greece,Nissos Holdings Cy Ltd,Financials,Other Financials,Cyprus,,,55.91,6.51,93.02,"Soaps, Cosmetics and Personal-Care Products",Public,,"2,018.00"
3208460040,30/01/2018,30/01/2018,6.17,Glance Technologies Inc,High Technology,Software,Canada,Glance Technologies Inc,High Technology,Software,Canada,,,0.70,-5.93,107.86,Prepackaged Software,Public,,"2,018.00"
3206756020,26/01/2018,26/01/2018,41.40,JAKKS Pacific Inc,Consumer Products and Services,Other Consumer Products,United States,Hong Kong Meisheng Cultural Co Ltd,Financials,Other Financials,Hong Kong,,Industrial Securities Co Ltd,511.10,-24.69,140.28,Miscellaneous Manufacturing,Public,,"2,018.00"
3206386020,25/01/2018,25/01/2018,139.11,Key Technology Inc,Industrials,Machinery,United States,Duravant LLC,Industrials,Machinery,United States,Robert W Baird & Co Inc,,26.07,-0.10,139.10,Machinery,Public,,"2,018.00"
3212187020,25/01/2018,25/01/2018,17.01,MBT Financial Corp,Financials,Other Financials,United States,MBT Financial Corp,Financials,Other Financials,United States,,,44.95,18.51,194.73,"Commercial Banks, Bank Holding Companies",Public,,"2,018.00"
3214437040,25/01/2018,25/01/2018,6.34,Majestic Gold Corp,Materials,Metals & Mining,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,28.07,10.74,95.63,Mining,Public,,"2,018.00"
3512325040,25/01/2018,25/01/2018,17.43,RTX A/S,Telecommunications,Wireless,Denmark,RTX A/S,Telecommunications,Wireless,Denmark,,,56.86,9.71,154.29,Telecommunications,Public,,"2,018.00"
3205792020,24/01/2018,24/01/2018,158.49,US Geothermal Inc,Energy and Power,Power,United States,Ormat Technologies Inc,Energy and Power,Alternative Energy Sources,United States,Roth Capital Partners Inc,,26.72,10.66,157.10,"Electric, Gas, and Water Distribution",Public,,"2,018.00"
3206240040,24/01/2018,24/01/2018,58.70,Electro Power Systems Sa,Energy and Power,Other Energy & Power,France,GDF International SAS,Energy and Power,Oil & Gas,France,Lazard,,10.01,-2.08,95.00,Electronic and Electrical Equipment,Public,,"2,018.00"
3206243040,24/01/2018,24/01/2018,7.97,Electro Power Systems Sa,Energy and Power,Other Energy & Power,France,GDF International SAS,Energy and Power,Oil & Gas,France,Lazard,Portzamparc Societe de Bourse,10.01,-2.08,107.42,Electronic and Electrical Equipment,Public,,"2,018.00"
3209800040,24/01/2018,24/01/2018,17.06,Prelios SpA,Real Estate,Real Estate Management & Development,Italy,Lavaredo Spv Srl,Financials,Other Financials,Italy,Mediobanca,UBI Banca SpA,80.44,7.91,137.38,Real Estate; Mortgage Bankers and Brokers,Public,,"2,018.00"
3206285020,23/01/2018,23/01/2018,62.13,"NewDominion Bank,Charlotte,NC",Financials,Banks,United States,"Park National Corp,Newark,Ohio",Financials,Banks,United States,Sandler O'Neill Partners,Boenning & Scattergood,8.39,1.00,83.77,"Commercial Banks, Bank Holding Companies",Public,,"2,018.00"
3261646020,23/01/2018,23/01/2018,5.80,Cortland Bancorp Inc,Financials,Banks,United States,Cortland Bancorp Inc,Financials,Banks,United States,,,19.93,8.01,113.87,"Commercial Banks, Bank Holding Companies",Public,,"2,018.00"
3225779040,22/01/2018,22/01/2018,13.98,Journey Energy Inc,Energy and Power,Oil & Gas,Canada,Journey Energy Inc,Energy and Power,Oil & Gas,Canada,,,63.63,19.16,113.97,Oil and Gas; Petroleum Refining,Public,,"2,018.00"
3204617040,18/01/2018,18/01/2018,130.00,Bertagni 1882 Spa,Consumer Staples,Food and Beverage,Italy,Investor Group,Financials,Other Financials,France,,PricewaterhouseCoopers,66.27,8.71,195.31,Food and Kindred Products,Private,,"2,018.00"
3203903040,17/01/2018,17/01/2018,3.97,Altyn PLC,Materials,Metals & Mining,United Kingdom,African Resources Ltd,Financials,Other Financials,Cayman Islands,,,18.05,3.89,90.76,Mining,Public,,"2,018.00"
3203321040,16/01/2018,16/01/2018,20.50,Sofibus Patrimoine SA,Real Estate,Other Real Estate,France,Segro France Sa,Real Estate,Real Estate Management & Development,France,,,15.09,7.84,91.29,Real Estate; Mortgage Bankers and Brokers,Public,,"2,018.00"
3205175040,16/01/2018,16/01/2018,50.00,CBA Informatique Liberale SAS,High Technology,Software,France,Five Arrows Principal Investments,Financials,Other Financials,United Kingdom,DC Advisory,"Bryan, Garnier & Co",19.15,11.23,123.56,Prepackaged Software,Private,,"2,018.00"
3205353020,16/01/2018,16/01/2018,75.81,First Priority Financial Corp,Financials,Banks,United States,Mid Penn Bancorp Inc,Financials,Banks,United States,Griffin Financial Group LLC,Sandler O'Neill Partners,14.95,4.08,106.21,"Commercial Banks, Bank Holding Companies",Public,,"2,018.00"
3202019040,12/01/2018,12/01/2018,84.63,Primero Mining Corp,Materials,Metals & Mining,Canada,First Majestic Silver Corp,Materials,Metals & Mining,Canada,Scotia Capital Inc|Rothschild Canada Inc,TD Securities Inc,76.50,5.07,84.03,Mining,Public,,"2,018.00"
3279216040,10/01/2018,20/08/2018,10.04,Ceres Power Holdings PLC,Energy and Power,Oil & Gas,United Kingdom,Robert Bosch GmbH,Industrials,Automobiles & Components,Germany,Zeus Capital Ltd,,7.15,-12.18,211.56,Oil and Gas; Petroleum Refining,Public,,"2,018.00"
3200301040,09/01/2018,09/01/2018,22.73,Inner Spirit Holdings Ltd,Healthcare,Pharmaceuticals,Canada,Cannabis Wheaton Income Corp,Financials,Other Financials,Canada,,,1.93,-0.78,122.76,Drugs,Private,,"2,018.00"
3199545020,04/01/2018,04/01/2018,90.03,Connecture Inc,High Technology,Internet Software & Services,United States,Francisco Partners Management LP,Financials,Alternative Financial Investments,United States,Houlihan Lokey|Raymond James,,63.98,-6.11,89.62,Prepackaged Software,Public,,"2,018.00"
3207171040,04/01/2018,04/01/2018,12.29,VAA Vista Alegre Atlantis SGPS SA,Consumer Staples,Household & Personal Products,Portugal,Visabeira Industria SGPS SA,Consumer Staples,Household & Personal Products,Portugal,,,84.98,14.43,190.94,"Stone, Clay, Glass, and Concrete Products",Public,,"2,018.00"
3209731040,03/01/2018,03/01/2018,4.02,Pankl Racing Systems AG,Industrials,Automobiles & Components,Austria,Ktm Industries AG (Now 8j4248),Retail,Automotive Retailing,Austria,,,195.39,26.10,221.49,Transportation Equipment,Public,,"2,018.00"
3217636040,03/01/2018,03/01/2018,6.63,MYM Nutraceuticals Inc,Healthcare,Pharmaceuticals,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,0.53,-1.52,128.55,Drugs,Public,,"2,018.00"
3198649040,29/12/2017,29/12/2017,13.60,Safe Bag SpA,Industrials,Transportation & Infrastructure,Italy,Marchin Investments BV,Financials,Other Financials,Netherlands,,,27.38,5.09,201.47,Air Transportation and Shipping,Public,,"2,017.00"
3205883020,29/12/2017,29/12/2017,10.88,Owens Realty Mortgage Inc,Real Estate,REITs,United States,Owens Realty Mortgage Inc,Real Estate,REITs,United States,,,9.89,2.90,139.20,Investment & Commodity Firms/Dealers/Exchanges,Public,,"2,017.00"
3214227040,27/12/2017,27/12/2017,39.43,Korres Natural Products SA,Consumer Products and Services,Other Consumer Products,Greece,Nissos Holdings Cy Ltd,Financials,Other Financials,Cyprus,,,30.15,5.59,92.10,"Soaps, Cosmetics and Personal-Care Products",Public,,"2,017.00"
3196617040,22/12/2017,22/12/2017,152.58,Goldbach Group AG,Media and Entertainment,Advertising & Marketing,Switzerland,Tamedia AG,High Technology,Internet Software & Services,Switzerland,Oaklins|GCA Altium Ltd,,454.56,32.46,152.66,Business Services,Public,,"2,017.00"
3201490040,19/12/2017,19/12/2017,20.37,Milvik AB,Financials,Insurance,Sweden,Allianz SE,Financials,Insurance,Germany,,,1.00,-5.95,239.91,Insurance,Private,,"2,017.00"
3192203040,15/12/2017,15/12/2017,14.63,Sabaf SpA,Consumer Staples,Household & Personal Products,Italy,Fintel Srl,Financials,Other Financials,Italy,,,145.70,30.43,244.42,Electronic and Electrical Equipment,Public,,"2,017.00"
3191203040,14/12/2017,14/12/2017,157.69,Lonmin PLC,Materials,Metals & Mining,United Kingdom,Sibanye Gold Ltd,Materials,Metals & Mining,South Africa,"Greenhill & Co, LLC|UBS Investment Bank|JP Morgan Cazenove|Gleacher Shacklock LLP",HSBC Holdings PLC|UBS Investment Bank,"1,123.19",86.85,155.29,Mining,Public,,"2,017.00"
3193798040,13/12/2017,13/12/2017,6.95,InPlay Oil Corp,Energy and Power,Oil & Gas,Canada,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,33.52,12.05,99.27,Oil and Gas; Petroleum Refining,Public,,"2,017.00"
3195134020,13/12/2017,13/12/2017,4.57,JMP Group Inc,Financials,Brokerage,United States,JMP Group Inc,Financials,Brokerage,United States,,,91.11,-5.71,125.15,Investment & Commodity Firms/Dealers/Exchanges,Public,,"2,017.00"
2633062040,12/12/2017,12/12/2017,174.17,Imvescor Restaurant Group Inc,Retail,Food & Beverage Retailing,Canada,MTY Food Group Inc,Retail,Food & Beverage Retailing,Canada,Ernst & Young LLP|GMP Securities Ltd,,33.64,11.37,174.50,Retail Trade-Eating and Drinking Places,Public,,"2,017.00"
3187673020,07/12/2017,07/12/2017,173.50,Sigma Designs Inc,High Technology,Semiconductors,United States,Silicon Laboratories Inc,High Technology,Semiconductors,United States,Deutsche Bank Capital (NY),Morgan Stanley,134.09,-20.41,173.50,Electronic and Electrical Equipment,Public,,"2,017.00"
3188740040,07/12/2017,07/12/2017,11.77,Kitron ASA,High Technology,Electronics,Norway,Undisclosed Acquiror,Financials,Brokerage,Unknown,,,27.09,2.20,118.15,Electronic and Electrical Equipment,Public,,"2,017.00"
3212244040,05/12/2017,05/12/2017,15.02,Tobin Properties AB,Industrials,Building/Construction & Engineering,Sweden,Klovern AB,Real Estate,Non Residential,Sweden,ABG Sundal Collier,,9.21,2.64,121.68,Construction Firms,Public,,"2,017.00"
3212268040,05/12/2017,09/02/2018,11.86,Tobin Properties AB,Industrials,Building/Construction & Engineering,Sweden,Dagon Sverige AB,Real Estate,Real Estate Management & Development,Sweden,Handelsbanken Capital Markets,,8.29,-0.79,133.17,Construction Firms,Public,,"2,017.00"
3185846040,04/12/2017,04/12/2017,205.77,NAPEC Inc,Energy and Power,Power,Canada,Oaktree Capital Management LP,Financials,Alternative Financial Investments,United States,National Bank Financial Inc,,289.02,22.81,206.42,Construction Firms,Public,,"2,017.00"
3186914020,17/11/2017,17/11/2017,7.33,Westbury Bancorp Inc,Financials,Banks,United States,Westbury Bancorp Inc,Financials,Banks,United States,,,19.91,5.15,81.26,"Commercial Banks, Bank Holding Companies",Public,,"2,017.00"
3173835040,08/11/2017,08/11/2017,78.18,Brandon Hire Group Holdings Ltd,Consumer Products and Services,Other Consumer Products,United Kingdom,Vp plc,Consumer Products and Services,Other Consumer Products,United Kingdom,,,93.61,-45.42,110.98,Business Services,Private,,"2,017.00"
3174082040,08/11/2017,08/11/2017,133.23,IGE+XAO SA,High Technology,Software,France,Schneider Electric Industries Sas,Industrials,Other Industrials,France,,BNP Paribas SA|Financiere de Courcelles,29.44,8.27,141.33,Prepackaged Software,Public,,"2,017.00"
3172993040,07/11/2017,07/11/2017,180.11,AuRico Metals INC,Materials,Metals & Mining,Canada,Centerra Gold Inc,Materials,Metals & Mining,Canada,Macquarie Capital Ltd,Scotia Capital Inc,8.86,0.10,179.50,Mining,Public,,"2,017.00"
3175285020,07/11/2017,07/11/2017,68.43,"Coastal Banking Co Inc, Beaufort,South Carolina",Financials,Banks,United States,"First Federal Bancorp Inc,Live Oak,Florida",Financials,Banks,United States,Burke Group LLC,Hovde Group LLC,4.55,10.08,199.62,"Commercial Banks, Bank Holding Companies",Public,,"2,017.00"
3195521040,07/11/2017,07/11/2017,10.57,CRH Medical Corp,Healthcare,Healthcare Equipment & Supplies,Canada,CRH Medical Corp,Healthcare,Healthcare Equipment & Supplies,Canada,,,82.14,37.75,155.03,"Measuring, Medical, Photo Equipment; Clocks",Public,,"2,017.00"
2439571040,06/11/2017,06/11/2017,110.68,AlarmForce Industries Inc,Telecommunications,Telecommunications Equipment,Canada,BCE Inc,Telecommunications,Wireless,Canada,Imperial Capital Corp.|National Bank Financial Inc,,29.60,1.85,111.17,Communications Equipment,Public,,"2,017.00"
3172585020,02/11/2017,02/11/2017,139.01,Hardinge Inc,Industrials,Machinery,United States,Investor Group,Financials,Other Financials,United States,BMO Capital Markets,Credit Suisse|Manufacturers & Traders Trust,265.02,18.63,167.70,Machinery,Public,,"2,017.00"
3170382040,31/10/2017,31/10/2017,161.79,HNZ Group Inc,Consumer Products and Services,Professional Services,Canada,Investor Group,Financials,Other Financials,United States,TD Securities Inc,Chaffe & Associates,148.87,13.80,161.15,Transportation and Shipping (except air),Public,,"2,017.00"
3172039040,27/10/2017,27/10/2017,3.04,IMC SA,Consumer Staples,Agriculture & Livestock,Ukraine,Agrovalley Ltd,Financials,Other Financials,Cyprus,,,105.36,-14.84,135.93,"Agriculture, Forestry, and Fishing",Public,,"2,017.00"
3168389020,26/10/2017,26/10/2017,246.57,Neos Therapeutics Inc,Healthcare,Pharmaceuticals,United States,PDL Biopharma Inc,Healthcare,Biotechnology,United States,,,17.55,-50.17,246.57,Drugs,Public,,"2,017.00"
3168520020,26/10/2017,26/10/2017,118.11,Inventure Foods Inc,Consumer Staples,Food and Beverage,United States,Utz Quality Foods LLC,Consumer Staples,Food and Beverage,United States,Rothschild & Co,Stephens Inc,124.97,-4.78,118.11,Food and Kindred Products,Public,,"2,017.00"
3168593020,26/10/2017,26/10/2017,184.88,Planet Payment Inc,High Technology,Computers & Peripherals,United States,Fintrax Group Holdings Ltd,High Technology,Computers & Peripherals,Ireland,Financial Technology Partners,Bank of America Merrill Lynch,44.85,12.30,184.88,Business Services,Public,,"2,017.00"
3169814040,26/10/2017,26/10/2017,6.71,Dalenys SA,High Technology,Internet Software & Services,Belgium,Natixis Belgique Investissements SA,Financials,Other Financials,Belgium,,,44.05,-1.15,132.45,Business Services,Public,,"2,017.00"
3069992040,24/10/2017,24/10/2017,24.08,Banca Intermobiliare di Investimenti e Gestioni SpA,Financials,Banks,Italy,Trinity Investments Dac,Financials,Other Financials,Ireland,Deutsche Bank|Lazard,Vitale&Co-IMAP,88.99,-87.63,184.54,"Commercial Banks, Bank Holding Companies",Public,,"2,017.00"
3168360040,24/10/2017,24/10/2017,0.64,Banca Intermobiliare di Investimenti e Gestioni SpA,Financials,Banks,Italy,Trinity Investments Dac,Financials,Other Financials,Ireland,KPMG|Vitale&Co-IMAP,,88.99,-87.63,184.54,"Commercial Banks, Bank Holding Companies",Public,,"2,017.00"
3172096040,24/10/2017,24/10/2017,61.48,Vexim SA,Healthcare,Biotechnology,France,Stryker France MM Holdings SASU,Financials,Other Financials,France,,BNP Paribas SA,20.30,-2.98,157.57,Drugs,Public,,"2,017.00"
3172100040,24/10/2017,24/10/2017,82.86,Vexim SA,Healthcare,Biotechnology,France,Stryker France MM Holdings SASU,Financials,Other Financials,France,Goldman Sachs & Co,BNP Paribas SA,20.30,-2.98,157.65,Drugs,Public,,"2,017.00"
3191707020,24/10/2017,24/10/2017,2.18,Bancorp 34 Inc,Financials,Banks,United States,Bancorp 34 Inc,Financials,Banks,United States,,,19.26,1.81,98.85,"Savings and Loans, Mutual Savings Banks",Public,,"2,017.00"
3079487040,23/10/2017,23/10/2017,46.51,Dada SpA,High Technology,Internet Software & Services,Italy,Dali Holdings Ltd,Financials,Other Financials,United Kingdom,Lazard,Banca IMI|IMI - Intesa Sanpaolo,66.92,12.71,91.42,Business Services,Public,,"2,017.00"
3167314040,23/10/2017,23/10/2017,26.66,Dada SpA,High Technology,Internet Software & Services,Italy,Dali Holdings Ltd,Financials,Other Financials,United Kingdom,,Banca IMI,66.92,12.71,91.15,Business Services,Public,,"2,017.00"
3192685040,16/10/2017,16/10/2017,11.73,Bonifiche Ferraresi SpA Societa Agricola,Consumer Staples,Agriculture & Livestock,Italy,BF SpA,Consumer Staples,Agriculture & Livestock,Italy,,,7.37,-0.77,227.07,"Agriculture, Forestry, and Fishing",Public,,"2,017.00"
3163315020,13/10/2017,13/10/2017,3.73,New Pride Corp,Industrials,Machinery,United States,Hyojae International Co Ltd,Financials,Other Financials,South Korea,,,35.86,-9.23,88.75,Machinery,Public,,"2,017.00"
3180942040,13/10/2017,20/11/2017,18.13,Rokiskio Suris AB,Consumer Staples,Food and Beverage,Lithuania,Investor Group,Financials,Other Financials,Lithuania,,,251.79,21.91,99.05,Food and Kindred Products,Public,,"2,017.00"
3164974040,10/10/2017,10/10/2017,4.46,Rokiskio Suris AB,Consumer Staples,Food and Beverage,Lithuania,INVL Asset Management UAB,Financials,Asset Management,Lithuania,,,251.79,21.91,81.44,Food and Kindred Products,Public,,"2,017.00"
3208728040,10/10/2017,10/10/2017,15.15,Selectirente SA,Real Estate,REITs,France,Selectirente SA,Real Estate,REITs,France,,,15.03,13.57,245.91,Investment & Commodity Firms/Dealers/Exchanges,Public,,"2,017.00"
3160196020,05/10/2017,05/10/2017,81.83,LaPolla Industries Inc,Materials,Chemicals,United States,Icynene Inc,Materials,Construction Materials,Canada,Houlihan Lokey,,86.66,8.39,82.17,Chemicals and Allied Products,Public,,"2,017.00"
